State/UT,District,Year,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,ROBBERY,BURGLARY,RIOTS,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL CRIMES
KERALA,ALAPUZHA,2001,6,0,1,2,1,1,1,6,10,0,2,0,14,54,96
KERALA,ALAPUZHA,2001,41,0,2,39,34,5,25,127,52,2,94,0,73,1080,1535
KERALA,ALAPUZHA,2001,28,0,3,30,28,2,14,195,63,0,210,0,150,1896,2589
KERALA,ALAPUZHA,2001,37,0,4,39,34,5,17,150,44,0,56,0,180,1542,2069
KERALA,ALAPUZHA,2001,64,0,9,60,51,9,48,203,113,2,129,0,0,3438,4066
KERALA,ALAPUZHA,2001,36,0,5,15,15,0,44,76,49,0,11,0,0,863,1099
KERALA,ALAPUZHA,2001,25,0,4,15,12,3,22,182,64,3,116,0,3,1879,2313
MADHYA PRADESH,ALIRAJPUR,2001,29,1,5,46,38,8,31,306,110,3,199,0,82,1883,2695
MADHYA PRADESH,ALIRAJPUR,2001,30,3,20,40,35,5,23,198,58,2,206,0,197,2298,3075
MADHYA PRADESH,ALIRAJPUR,2001,98,2,11,57,37,20,59,353,127,20,132,0,167,823,1849
MADHYA PRADESH,ALIRAJPUR,2001,62,0,26,23,16,7,28,100,30,0,34,0,316,501,1120
MADHYA PRADESH,ALIRAJPUR,2001,38,0,11,29,24,5,13,103,73,2,75,0,0,1883,2227
MADHYA PRADESH,ANUPPUR,2001,49,0,58,16,5,11,52,588,87,19,65,0,125,2121,3180
MADHYA PRADESH,ANUPPUR,2001,40,3,52,3,2,1,6,122,49,10,25,0,73,1065,1448
MADHYA PRADESH,ANUPPUR,2001,57,4,63,13,13,0,34,464,44,9,87,0,0,2252,3027
MADHYA PRADESH,ANUPPUR,2001,42,1,90,13,8,5,47,273,92,8,65,0,59,1328,2018
MADHYA PRADESH,ANUPPUR,2001,24,2,21,18,3,15,10,54,38,6,14,0,15,327,529
MADHYA PRADESH,ANUPPUR,2001,88,2,72,20,11,9,48,272,140,14,26,0,162,2101,2945
MADHYA PRADESH,ANUPPUR,2001,36,2,42,33,30,3,15,315,33,27,66,0,89,1753,2411
MADHYA PRADESH,ANUPPUR,2001,35,1,59,29,27,2,19,355,53,5,45,0,68,1755,2424
MADHYA PRADESH,ANUPPUR,2001,53,3,86,7,4,3,46,154,90,15,27,0,64,1212,1757
MADHYA PRADESH,ANUPPUR,2001,84,1,59,44,33,11,79,826,133,7,109,0,52,3623,5017
MADHYA PRADESH,ASHOK NAGAR,2001,30,1,16,15,11,4,32,165,70,6,62,0,82,449,928
MADHYA PRADESH,ASHOK NAGAR,2001,101,3,35,23,14,9,29,134,162,6,90,0,384,967,1934
MADHYA PRADESH,ASHOK NAGAR,2001,133,3,39,62,37,25,146,1022,223,6,212,0,251,624,2721
MADHYA PRADESH,ASHOK NAGAR,2001,140,17,65,28,16,12,53,496,148,6,104,0,475,741,2273
MADHYA PRADESH,ASHOK NAGAR,2001,60,4,35,12,12,0,20,266,174,9,89,0,139,1051,1859
MADHYA PRADESH,ASHOK NAGAR,2001,29,3,15,13,13,0,17,121,65,10,116,0,61,441,891
MADHYA PRADESH,ASHOK NAGAR,2001,56,10,56,37,31,6,33,232,106,12,177,0,179,1204,2102
MADHYA PRADESH,ASHOK NAGAR,2001,2839,101,1302,985,611,374,2239,15073,6719,308,6090,1,8993,42963,87613
MADHYA PRADESH,ASHOK NAGAR,2001,29,1,1,3,3,0,2,6,11,0,1,0,0,98,152
MADHYA PRADESH,ASHOK NAGAR,2001,7,0,0,1,1,0,4,2,0,0,0,0,0,20,34
MADHYA PRADESH,BALAGHAT,2001,34,0,2,26,18,8,33,198,90,12,24,0,109,2066,2594
MADHYA PRADESH,BALAGHAT,2001,36,0,12,29,25,4,2,94,51,4,8,0,137,1522,1895
MADHYA PRADESH,BALAGHAT,2001,36,0,7,16,16,0,6,58,56,4,18,0,297,353,851
MADHYA PRADESH,BALAGHAT,2001,16,0,8,5,5,0,5,109,39,2,16,0,31,752,983
MADHYA PRADESH,BALAGHAT,2001,10,2,3,13,11,2,2,31,56,0,12,0,79,420,628
MADHYA PRADESH,BALAGHAT,2001,30,0,5,27,24,3,5,81,198,2,25,0,166,2281,2820
MADHYA PRADESH,BALAGHAT,2001,33,0,13,26,17,9,4,104,205,4,16,0,120,1820,2345
MADHYA PRADESH,BALAGHAT,2001,78,1,8,35,29,6,8,66,170,8,7,0,367,2248,2996
MADHYA PRADESH,BALAGHAT,2001,12,0,2,10,10,0,20,70,42,3,11,0,122,827,1119
MADHYA PRADESH,BALAGHAT,2001,26,0,5,16,10,6,10,159,88,4,9,0,124,1162,1603
MADHYA PRADESH,BALAGHAT,2001,49,1,0,55,34,21,16,171,150,0,31,0,299,1263,2035
MADHYA PRADESH,BALAGHAT,2001,16,0,4,18,7,11,9,83,69,4,9,0,120,1097,1429
MAHARASHTRA,AHMEDNAGAR,2001,124,5,13,53,7,46,67,76,147,21,21,0,71,1515,2113
MAHARASHTRA,AHMEDNAGAR,2001,66,20,20,84,23,61,32,93,340,17,54,8,41,782,1557
MAHARASHTRA,AHMEDNAGAR,2001,41,3,10,43,12,31,26,96,186,8,22,0,52,486,973
MAHARASHTRA,AHMEDNAGAR,2001,128,6,35,66,9,57,55,127,171,20,52,0,53,1343,2056
MAHARASHTRA,AHMEDNAGAR,2001,135,0,22,46,13,33,49,114,240,23,29,0,102,1217,1977
MAHARASHTRA,AHMEDNAGAR,2001,56,0,8,34,1,33,34,76,189,15,0,0,82,800,1294
MAHARASHTRA,AHMEDNAGAR,2001,53,4,19,39,16,23,37,65,142,37,34,0,66,1715,2211
MAHARASHTRA,AHMEDNAGAR,2001,200,7,25,66,15,51,114,149,417,26,24,0,127,862,2017
MAHARASHTRA,AHMEDNAGAR,2001,107,4,13,59,18,41,73,81,227,22,155,0,96,807,1644
MAHARASHTRA,AHMEDNAGAR,2001,7,0,1,4,0,4,13,1,0,0,1,0,4,62,93
MAHARASHTRA,AHMEDNAGAR,2001,67,3,10,14,1,13,14,40,134,16,15,0,14,289,616
MAHARASHTRA,AHMEDNAGAR,2001,73,2,6,35,5,30,22,53,170,25,4,0,0,694,1084
MAHARASHTRA,AKOLA,2001,48,0,29,9,6,3,25,193,105,9,116,0,56,471,1061
MAHARASHTRA,AKOLA,2001,37,6,36,2,2,0,17,88,13,2,4,0,24,240,469
MAHARASHTRA,AKOLA,2001,31,1,42,4,4,0,5,67,23,1,10,0,26,347,557
MAHARASHTRA,AKOLA,2001,19,2,35,1,0,1,2,69,10,1,15,0,12,236,402
MAHARASHTRA,AKOLA,2001,33,1,46,13,13,0,8,221,67,1,31,0,67,634,1122
MAHARASHTRA,AKOLA,2001,35,4,34,7,7,0,6,228,21,3,31,0,42,764,1175
MAHARASHTRA,AKOLA,2001,18,5,43,7,7,0,6,108,30,6,21,0,63,416,723
MAHARASHTRA,AKOLA,2001,50,0,53,6,6,0,13,212,34,2,22,0,39,571,1002
MAHARASHTRA,AKOLA,2001,92,10,104,38,28,10,58,793,110,16,121,0,182,2518,4042
MAHARASHTRA,AKOLA,2001,36,0,58,4,3,1,15,289,50,3,51,0,0,1601,2107
MAHARASHTRA,AKOLA,2001,105,1,145,17,16,1,42,359,103,1,62,0,0,1296,2131
MAHARASHTRA,AKOLA,2001,880,45,959,207,171,36,338,4144,871,70,840,0,689,15790,24833
MAHARASHTRA,AMRAVATI COMMR.,2001,63,8,8,115,102,13,59,382,158,0,2,0,0,1211,2006
MAHARASHTRA,AMRAVATI COMMR.,2001,21,1,10,15,14,1,2,70,46,2,9,0,3,624,803
MAHARASHTRA,AMRAVATI COMMR.,2001,1075,33,169,606,504,102,161,1345,1072,13,50,0,357,9046,13927
MAHARASHTRA,AMRAVATI COMMR.,2001,70,2,26,38,32,6,66,108,119,25,45,0,76,644,1219
MAHARASHTRA,AMRAVATI COMMR.,2001,109,10,32,17,10,7,9,38,22,0,0,0,0,214,451
MAHARASHTRA,AMRAVATI COMMR.,2001,40,0,6,10,3,7,15,30,90,7,6,0,0,417,621
MAHARASHTRA,AMRAVATI COMMR.,2001,47,4,22,7,0,7,15,66,118,10,10,0,0,275,574
MAHARASHTRA,AMRAVATI COMMR.,2001,97,7,32,57,45,12,48,203,205,30,18,0,15,1096,1808
MAHARASHTRA,AMRAVATI COMMR.,2001,11,0,2,4,0,4,13,9,4,0,0,0,0,88,131
MAHARASHTRA,AMRAVATI COMMR.,2001,63,4,27,24,0,24,8,48,75,3,23,0,18,291,584
MAHARASHTRA,AMRAVATI COMMR.,2001,32,6,11,5,2,3,17,32,113,15,5,0,0,319,555
MAHARASHTRA,AMRAVATI COMMR.,2001,63,6,42,15,10,5,27,116,173,30,57,0,65,953,1547
MAHARASHTRA,AMRAVATI RURAL,2001,61,0,37,30,26,4,18,66,90,1,0,0,0,630,933
MAHARASHTRA,AMRAVATI RURAL,2001,136,7,29,16,11,5,44,31,40,0,10,1,0,227,541
MAHARASHTRA,AMRAVATI RURAL,2001,76,4,41,42,31,11,68,150,268,31,18,0,6,761,1465
MAHARASHTRA,AMRAVATI RURAL,2001,81,8,50,60,51,9,27,134,131,6,88,0,140,1100,1825
MAHARASHTRA,AMRAVATI RURAL,2001,4,0,1,0,0,0,4,3,2,0,0,0,0,59,73
MAHARASHTRA,AMRAVATI RURAL,2001,22,0,18,14,11,3,9,21,61,5,20,0,2,21,193
MAHARASHTRA,AMRAVATI RURAL,2001,21,1,2,14,2,12,15,27,80,11,29,0,45,251,496
MAHARASHTRA,AMRAVATI RURAL,2001,54,5,12,4,2,2,9,13,27,6,0,0,0,145,275
MAHARASHTRA,AMRAVATI RURAL,2001,33,0,12,14,8,6,11,14,29,0,10,0,0,121,244
MAHARASHTRA,AMRAVATI RURAL,2001,31,0,23,7,0,7,5,13,39,7,18,0,0,236,379
MAHARASHTRA,AMRAVATI RURAL,2001,73,3,15,14,2,12,32,71,160,18,28,1,38,416,869
MAHARASHTRA,AMRAVATI RURAL,2001,243,18,73,1,1,0,140,2,66,4,78,0,0,22,647
MAHARASHTRA,AURANGABAD COMMR.,2001,31,5,52,2,1,1,23,417,3,0,16,3,23,499,1074
MAHARASHTRA,AURANGABAD COMMR.,2001,36,4,4,13,4,9,89,55,0,0,0,0,14,99,314
MAHARASHTRA,AURANGABAD COMMR.,2001,1,0,0,0,0,0,0,2,0,0,0,0,0,10,13
MAHARASHTRA,AURANGABAD COMMR.,2001,25,0,6,3,0,3,19,30,0,0,0,0,0,131,214
MAHARASHTRA,AURANGABAD COMMR.,2001,12,4,1,1,0,1,5,14,0,0,0,0,0,32,69
MAHARASHTRA,AURANGABAD COMMR.,2001,3,1,2,2,2,0,5,13,0,0,0,0,3,9,38
MAHARASHTRA,AURANGABAD COMMR.,2001,0,0,0,0,0,0,1,9,0,0,0,0,0,11,21
MAHARASHTRA,AURANGABAD COMMR.,2001,7,0,1,2,0,2,2,9,0,0,0,0,0,12,33
MAHARASHTRA,AURANGABAD COMMR.,2001,1,0,0,0,0,0,2,7,0,0,0,0,0,18,28
MAHARASHTRA,AURANGABAD COMMR.,2001,12,0,1,2,0,2,3,11,2,0,0,0,2,23,56
MAHARASHTRA,AURANGABAD COMMR.,2001,4,0,2,0,0,0,3,13,0,0,0,0,0,18,40
MAHARASHTRA,AURANGABAD COMMR.,2001,101,9,17,23,6,17,129,163,2,0,0,0,19,363,826
MAHARASHTRA,AURANGABAD RURAL,2001,39,5,33,5,5,0,19,85,62,8,53,0,184,488,981
MAHARASHTRA,AURANGABAD RURAL,2001,17,2,58,37,32,5,43,175,76,36,68,0,0,1305,1817
MAHARASHTRA,AURANGABAD RURAL,2001,23,9,19,8,8,0,25,90,80,0,30,0,83,580,947
MAHARASHTRA,AURANGABAD RURAL,2001,23,1,10,13,10,3,54,113,41,4,29,0,31,418,737
MAHARASHTRA,AURANGABAD RURAL,2001,27,0,35,20,18,2,16,81,53,23,79,0,45,770,1149
MAHARASHTRA,AURANGABAD RURAL,2001,32,4,19,16,16,0,20,56,51,4,61,0,0,554,817
MAHARASHTRA,AURANGABAD RURAL,2001,9,0,6,5,5,0,5,23,24,1,6,0,9,196,284
MAHARASHTRA,AURANGABAD RURAL,2001,35,0,34,43,33,10,121,306,33,39,125,0,0,2416,3152
MAHARASHTRA,AURANGABAD RURAL,2001,16,1,8,4,4,0,7,23,17,2,8,0,15,37,138
MAHARASHTRA,AURANGABAD RURAL,2001,25,1,15,14,7,7,26,48,55,14,31,0,52,571,852
MAHARASHTRA,AURANGABAD RURAL,2001,19,1,10,5,3,2,1,13,16,1,7,0,27,233,333
MAHARASHTRA,AURANGABAD RURAL,2001,58,1,22,14,10,4,31,96,64,1,9,0,187,750,1233
MIZORAM,AIZAWL,2001,36,0,7,29,9,20,18,7,56,4,5,0,31,193,386
MIZORAM,AIZAWL,2001,77,5,15,42,1,41,31,37,183,17,13,1,61,555,1037
MIZORAM,AIZAWL,2001,434,30,27,197,11,186,414,426,506,90,152,39,178,2825,5318
MIZORAM,AIZAWL,2001,24,0,1,3,1,2,21,4,11,0,0,0,3,174,241
MIZORAM,AIZAWL,2001,104,10,39,64,23,41,97,100,269,8,22,0,77,785,1575
MIZORAM,AIZAWL,2001,127,4,25,72,18,54,68,144,391,36,59,0,376,535,1837
MIZORAM,AIZAWL,2001,36,3,12,27,10,17,15,24,156,7,12,0,29,244,565
MIZORAM,AIZAWL,2001,107,20,19,75,29,46,61,94,312,11,35,29,21,1261,2045
MIZORAM,AIZAWL,2001,137,0,20,65,15,50,93,96,309,67,101,0,106,1087,2081
MIZORAM,AIZAWL,2001,28,1,3,16,1,15,12,15,136,9,32,0,15,408,675
MIZORAM,AIZAWL,2001,18,1,11,13,7,6,8,5,38,3,2,0,0,305,404
MIZORAM,AIZAWL,2001,51,3,23,34,20,14,15,47,218,13,21,0,5,1111,1541
ODISHA,ANGUL,2001,3,0,0,0,0,0,15,0,1,1,0,0,0,95,115
ODISHA,ANGUL,2001,124,3,44,83,80,3,20,163,74,5,24,0,0,1653,2193
ODISHA,ANGUL,2001,51,1,25,9,3,6,29,168,33,11,59,0,64,590,1040
ODISHA,ANGUL,2001,41,0,63,14,12,2,11,311,64,11,49,0,58,2602,3224
ODISHA,ANGUL,2001,47,5,47,15,14,1,21,171,80,5,21,0,3,1714,2129
ODISHA,ANGUL,2001,35,0,64,9,9,0,11,190,18,4,46,0,40,914,1331
ODISHA,ANGUL,2001,28,1,41,15,8,7,32,197,56,4,30,0,76,1128,1608
ODISHA,ANGUL,2001,63,2,35,35,18,17,76,381,198,29,34,0,111,2539,3503
ODISHA,ANGUL,2001,38,0,70,7,4,3,11,121,32,22,40,0,51,680,1072
ODISHA,ANGUL,2001,17,0,37,16,7,9,15,203,65,1,62,0,51,773,1240
ODISHA,ANGUL,2001,24,0,44,11,10,1,10,145,54,19,31,0,26,1240,1604
ODISHA,ANGUL,2001,39,9,79,11,9,2,27,116,59,20,50,0,10,1601,2021
ODISHA,BALASORE,2001,74,1,57,66,53,13,27,310,97,3,13,0,212,3572,4432
ODISHA,BALASORE,2001,12,0,3,15,10,5,10,76,8,0,6,0,56,996,1182
ODISHA,BALASORE,2001,34,3,16,24,11,13,11,106,201,6,16,0,196,2094,2707
ODISHA,BALASORE,2001,44,0,5,40,33,7,14,162,218,1,18,0,198,2806,3506
ODISHA,BALASORE,2001,31,0,7,30,26,4,6,96,59,4,2,0,138,1407,1780
ODISHA,BALASORE,2001,69,0,12,38,0,38,34,169,112,1,36,0,199,3285,3955
ODISHA,BALASORE,2001,0,0,0,0,0,0,1,2,4,0,0,0,0,142,149
ODISHA,BALASORE,2001,52,0,6,19,17,2,0,49,55,3,2,0,279,1293,1758
ODISHA,BALASORE,2001,24,0,5,11,6,5,6,110,10,4,18,0,109,712,1009
ODISHA,BALASORE,2001,78,2,13,16,0,16,25,309,440,8,5,0,342,3424,4662
ODISHA,BALASORE,2001,67,3,37,53,37,16,7,147,483,14,42,0,558,4303,5714
ODISHA,BALASORE,2001,57,0,17,22,19,3,19,131,199,2,20,0,212,2578,3257
ODISHA,BARAGARH,2001,547,63,381,1627,964,663,624,3029,165,113,138,0,432,22000,29119
ODISHA,BARAGARH,2001,56,15,24,163,39,124,47,270,20,11,27,0,23,1552,2208
ODISHA,BARAGARH,2001,11,0,1,7,7,0,11,2,0,0,0,0,0,129,161
ODISHA,BARAGARH,2001,2,1,0,4,1,3,2,0,1,0,0,0,2,61,73
ODISHA,BARAGARH,2001,11,0,9,27,19,8,22,75,14,0,2,0,109,731,1000
ODISHA,BARAGARH,2001,28,5,28,99,53,46,52,177,11,4,9,0,0,1729,2142
ODISHA,BARAGARH,2001,62,5,36,157,123,34,74,157,7,20,8,0,12,1477,2015
ODISHA,BARAGARH,2001,134,13,103,518,298,220,122,619,20,25,22,0,22,4663,6261
ODISHA,BARAGARH,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BARAGARH,2001,83,7,65,265,170,95,120,803,46,15,22,0,103,3991,5520
ODISHA,BARAGARH,2001,61,1,42,174,113,61,74,359,32,16,24,0,144,2094,3021
ODISHA,BARAGARH,2001,70,12,45,151,99,52,58,418,5,18,22,0,4,4151,4954
PUNJAB,AMRITSAR,2001,41,3,8,12,7,5,10,148,187,4,83,0,7,1022,1525
PUNJAB,AMRITSAR,2001,31,0,18,4,0,4,20,115,269,2,35,0,0,1219,1713
PUNJAB,AMRITSAR,2001,33,0,3,9,6,3,8,214,127,1,25,0,3,1846,2269
PUNJAB,AMRITSAR,2001,58,6,22,23,13,10,26,246,297,8,77,0,1,1325,2089
PUNJAB,AMRITSAR,2001,16,0,4,8,4,4,34,159,168,2,24,0,4,944,1363
PUNJAB,AMRITSAR,2001,25,2,3,3,2,1,5,30,110,3,8,0,0,497,686
PUNJAB,AMRITSAR,2001,22,1,2,4,2,2,13,55,109,3,18,0,0,392,619
PUNJAB,AMRITSAR,2001,95,3,20,35,21,14,61,246,423,6,104,0,0,1421,2414
PUNJAB,AMRITSAR,2001,64,0,20,17,0,17,23,162,210,4,68,0,0,1544,2112
PUNJAB,AMRITSAR,2001,24,4,3,12,11,1,10,85,260,5,32,0,0,1175,1610
PUNJAB,AMRITSAR RURAL,2001,20,3,1,12,7,5,6,94,73,4,20,0,0,258,491
PUNJAB,AMRITSAR RURAL,2001,26,2,4,4,4,0,3,105,170,4,14,0,0,459,791
PUNJAB,AMRITSAR RURAL,2001,69,4,17,21,18,3,25,156,373,18,39,0,0,1385,2107
PUNJAB,AMRITSAR RURAL,2001,23,0,6,12,12,0,8,71,166,5,23,0,0,587,901
PUNJAB,AMRITSAR RURAL,2001,67,3,15,9,1,8,28,195,280,7,72,0,0,2234,2910
RAJASTHAN,AJMER,2001,116,9,4,51,26,25,100,77,239,32,10,0,44,753,1435
RAJASTHAN,AJMER,2001,41,4,30,26,2,24,40,49,170,7,18,0,0,1040,1425
RAJASTHAN,AJMER,2001,110,13,20,90,28,62,43,226,295,59,179,0,49,1857,2941
RAJASTHAN,AJMER,2001,3643,250,888,2159,518,1641,2203,3233,8606,859,1558,83,2406,36667,62555
RAJASTHAN,AJMER,2001,13,0,17,1,1,0,11,26,15,1,7,0,7,40,138
RAJASTHAN,AJMER,2001,99,11,69,20,20,0,37,551,166,7,94,0,93,1617,2764
RAJASTHAN,AJMER,2001,9,0,4,0,0,0,6,9,1,0,0,0,2,19,50
RAJASTHAN,AJMER,2001,83,0,19,11,8,3,5,59,14,1,3,0,31,259,485
RAJASTHAN,AJMER,2001,14,0,22,4,4,0,0,125,22,1,6,0,45,450,689
RAJASTHAN,AJMER,2001,76,0,144,57,42,15,50,593,48,12,231,0,0,3302,4513
RAJASTHAN,AJMER,2001,2,0,0,0,0,0,9,8,4,0,1,0,0,77,101
RAJASTHAN,AJMER,2001,80,4,59,6,4,2,23,146,35,3,14,0,0,932,1302
RAJASTHAN,ALWAR,2001,42,2,22,26,23,3,9,100,2,9,63,0,0,585,860
RAJASTHAN,ALWAR,2001,781,78,398,449,297,152,397,3109,750,285,1513,0,856,15906,24522
RAJASTHAN,ALWAR,2001,8,0,5,10,9,1,3,50,76,1,47,0,35,625,860
RAJASTHAN,ALWAR,2001,13,0,12,17,15,2,1,92,6,0,21,0,40,213,415
RAJASTHAN,ALWAR,2001,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
RAJASTHAN,ALWAR,2001,2,1,3,3,3,0,1,29,26,1,33,0,44,362,505
RAJASTHAN,ALWAR,2001,24,3,18,30,21,9,4,146,125,1,58,0,2,1119,1530
RAJASTHAN,ALWAR,2001,5,0,6,3,3,0,0,24,4,0,2,0,26,64,134
RAJASTHAN,ALWAR,2001,13,0,13,7,6,1,1,50,27,0,2,0,36,398,547
RAJASTHAN,ALWAR,2001,1,0,2,1,1,0,1,5,2,0,1,0,9,24,46
RAJASTHAN,ALWAR,2001,18,0,16,11,10,1,3,107,83,0,56,0,75,963,1332
RAJASTHAN,ALWAR,2001,14,2,18,13,11,2,7,170,122,2,31,0,60,1127,1566
RAJASTHAN,BANSWARA,2001,21,11,7,17,10,7,16,6,79,5,84,0,122,437,805
RAJASTHAN,BANSWARA,2001,18,0,1,7,4,3,10,0,25,0,0,0,0,163,224
RAJASTHAN,BANSWARA,2001,152,60,54,33,24,9,58,27,84,2,150,0,215,531,1366
RAJASTHAN,BANSWARA,2001,65,8,19,121,78,43,149,148,275,6,207,2,445,3511,4956
RAJASTHAN,BANSWARA,2001,55,34,40,38,23,15,9,10,52,5,92,0,149,820,1304
RAJASTHAN,BANSWARA,2001,120,44,84,74,74,0,59,39,363,58,470,0,9,2440,3760
RAJASTHAN,BANSWARA,2001,130,38,66,52,46,6,31,10,109,12,240,0,213,1132,2033
RAJASTHAN,BANSWARA,2001,124,34,71,91,90,1,23,10,227,10,252,0,135,1338,2315
RAJASTHAN,BANSWARA,2001,69,5,23,17,15,2,20,5,70,3,86,0,0,606,904
RAJASTHAN,BANSWARA,2001,23,4,1,3,1,2,11,0,16,0,2,0,0,43,103
RAJASTHAN,BANSWARA,2001,2,2,0,2,0,2,1,0,4,0,0,0,0,32,43
RAJASTHAN,BANSWARA,2001,36,21,31,41,18,23,7,8,44,4,74,0,148,636,1050
TAMIL NADU,ARIYALUR,2001,49,4,43,10,7,3,36,253,110,2,144,0,180,922,1753
TAMIL NADU,ARIYALUR,2001,48,1,16,6,6,0,13,96,86,6,127,0,189,616,1204
TAMIL NADU,ARIYALUR,2001,47,3,27,7,6,1,15,127,28,0,57,0,49,461,821
TAMIL NADU,ARIYALUR,2001,41,3,23,17,17,0,13,238,20,4,80,0,94,617,1150
TAMIL NADU,ARIYALUR,2001,36,0,20,9,8,1,39,119,96,2,134,0,61,473,989
UTTAR PRADESH,AGRA,2001,8,1,2,6,5,1,7,17,5,0,0,0,0,44,90
UTTAR PRADESH,AGRA,2001,4,0,2,1,1,0,5,17,2,0,2,0,0,40,73
UTTAR PRADESH,AGRA,2001,2,0,1,0,0,0,0,3,0,0,0,0,0,19,25
UTTAR PRADESH,AGRA,2001,8,1,1,6,3,3,2,18,1,0,0,0,0,37,74
UTTAR PRADESH,AGRA,2001,64,0,28,105,88,17,45,93,196,10,95,0,87,430,1153
UTTAR PRADESH,AGRA,2001,45,0,20,36,21,15,25,87,87,1,26,0,50,188,565
UTTAR PRADESH,AGRA,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
UTTAR PRADESH,AGRA,2001,52,1,45,104,74,30,42,189,533,7,216,0,235,1124,2548
UTTAR PRADESH,AGRA,2001,61,0,48,64,47,17,29,111,100,9,37,0,66,273,798
UTTAR PRADESH,AGRA,2001,15,0,42,31,20,11,12,26,13,0,0,0,20,126,285
UTTAR PRADESH,AGRA,2001,65,0,43,69,51,18,19,79,402,5,111,0,47,204,1044
UTTAR PRADESH,AGRA,2001,110,6,35,57,37,20,29,114,21,3,19,0,108,264,766
UTTAR PRADESH,ALIGARH,2001,55,3,17,31,29,2,29,204,65,4,165,0,203,2470,3246
UTTAR PRADESH,ALIGARH,2001,48,2,20,27,22,5,20,204,34,2,163,0,0,2254,2774
UTTAR PRADESH,ALIGARH,2001,56,0,14,46,39,7,52,252,88,11,384,0,162,2706,3771
UTTAR PRADESH,ALIGARH,2001,42,0,11,30,30,0,19,159,63,0,122,0,184,2195,2825
UTTAR PRADESH,ALIGARH,2001,34,18,2,24,22,2,11,133,55,2,176,0,229,1763,2447
UTTAR PRADESH,ALIGARH,2001,28,0,4,58,49,9,45,195,98,5,188,0,152,2394,3167
UTTAR PRADESH,ALIGARH,2001,16,0,8,9,8,1,0,14,9,0,9,0,42,246,353
UTTAR PRADESH,ALIGARH,2001,26,0,2,6,5,1,13,98,22,0,17,0,0,867,1051
UTTAR PRADESH,ALIGARH,2001,52,0,18,41,35,6,47,212,94,2,152,0,133,1102,1853
UTTAR PRADESH,ALIGARH,2001,56,0,5,46,46,0,19,147,50,0,43,0,0,1122,1488
UTTAR PRADESH,ALIGARH,2001,24,0,3,21,21,0,19,76,78,0,78,0,81,1283,1663
UTTAR PRADESH,ALIGARH,2001,15,0,6,5,5,0,3,44,8,0,64,0,37,704,886
UTTAR PRADESH,ALLAHABAD,2001,34,0,3,35,32,3,39,244,151,0,90,0,153,2601,3350
UTTAR PRADESH,ALLAHABAD,2001,71,1,18,38,34,4,21,67,34,0,81,0,170,1877,2378
UTTAR PRADESH,ALLAHABAD,2001,44,3,9,16,11,5,25,246,40,0,50,0,0,1802,2235
UTTAR PRADESH,ALLAHABAD,2001,15,0,1,0,0,0,87,31,7,0,7,0,6,267,421
UTTAR PRADESH,ALLAHABAD,2001,1226,94,286,998,857,141,991,5142,1930,67,3667,0,2924,50719,68044
UTTAR PRADESH,ALLAHABAD,2001,26,2,11,38,32,6,18,316,5,11,132,0,0,985,1544
UTTAR PRADESH,ALLAHABAD,2001,40,8,10,9,7,2,19,132,109,33,43,0,2,849,1254
UTTAR PRADESH,ALLAHABAD,2001,68,7,37,78,53,25,44,236,133,19,108,0,18,3531,4279
UTTAR PRADESH,ALLAHABAD,2001,18,2,17,20,13,7,11,96,11,17,93,0,1,468,754
UTTAR PRADESH,ALLAHABAD,2001,24,0,0,2,2,0,5,1,9,5,0,0,7,346,399
UTTAR PRADESH,ALLAHABAD,2001,69,5,32,50,32,18,51,294,78,17,136,0,5,1530,2267
UTTAR PRADESH,ALLAHABAD,2001,45,7,10,26,18,8,27,244,28,24,117,0,4,1177,1709
UTTAR PRADESH,AMBEDKAR NAGAR,2001,27,6,13,43,43,0,4,238,103,5,26,0,112,2187,2764
UTTAR PRADESH,AMBEDKAR NAGAR,2001,0,0,0,2,1,1,0,2,5,0,0,0,0,62,71
UTTAR PRADESH,AMBEDKAR NAGAR,2001,16,1,13,11,10,1,2,50,43,3,1,0,65,477,682
UTTAR PRADESH,AMBEDKAR NAGAR,2001,39,2,6,35,31,4,17,36,77,0,0,0,19,272,503
UTTAR PRADESH,AMBEDKAR NAGAR,2001,141,0,6,47,29,18,1,36,74,0,0,0,12,280,597
UTTAR PRADESH,AMBEDKAR NAGAR,2001,3,0,0,1,1,0,0,7,5,0,0,0,0,107,123
UTTAR PRADESH,AMBEDKAR NAGAR,2001,100,0,13,16,10,6,0,13,30,0,2,0,8,241,423
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,0,7,37,33,4,27,66,127,0,0,0,0,261,571
